ticker,date,real_RV,predicted_RV,window,train_mse,test_mse,train_qlike,test_qlike,lags_used
SPY,2005-04-13,0.126632,0.10437794109773556,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-14,0.138734,0.1027777484756823,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-15,0.155936,0.10132364090015558,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-18,0.138311,0.10410754375636506,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-19,0.0734342,0.10414050412799433,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-20,0.150063,0.09853373192696516,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-21,0.117049,0.10528854918452289,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-22,0.232977,0.10345329970314772,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-25,0.0739929,0.10803321482266645,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-26,0.118571,0.096456086952533,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-27,0.131636,0.10339302990236203,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-28,0.159155,0.10309207196144933,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
SPY,2005-04-29,0.184103,0.10810581699137653,1,0.01768621935060003,0.0011587072825110364,0.47098192270732026,0.07572239656814155,"[1, 5, 22]"
