ticker,date,real_RV,predicted_RV,window,train_mse,test_mse,train_qlike,test_qlike,lags_used
SPY,2002-03-08,0.126973,0.16572681,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-11,0.103157,0.12932494,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-12,0.122952,0.12858827,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-13,0.128694,0.13417868,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-14,0.0990278,0.14499688,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-15,0.095604,0.123831786,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-18,0.116532,0.1263328,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-19,0.125429,0.13207798,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-20,0.094106,0.12743822,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-21,0.125783,0.11645295,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-22,0.126469,0.12040659,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-25,0.117757,0.12031915,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-26,0.138397,0.12555312,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-27,0.121039,0.12930281,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-03-28,0.122557,0.12233796,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-01,0.110279,0.13004024,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-02,0.128879,0.13697265,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-03,0.114097,0.12562917,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-04,0.134819,0.13715217,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-05,0.128614,0.13063253,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-08,0.132516,0.12958954,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-09,0.120736,0.12523854,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-10,0.146057,0.1278471,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-11,0.140217,0.13259855,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-12,0.138026,0.13275637,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-15,0.136485,0.13106325,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-16,0.0993666,0.13106854,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-17,0.123052,0.11403029,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-18,0.16665,0.13485752,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-19,0.106291,0.14656731,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-22,0.112926,0.128253,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-23,0.13723,0.12968206,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-24,0.140654,0.12556693,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-25,0.17695,0.12964112,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-26,0.145949,0.15531051,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-29,0.139276,0.1305145,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-04-30,0.126347,0.1277885,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-01,0.175748,0.13251391,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-02,0.173415,0.15457132,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-03,0.15529,0.15767321,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-06,0.141871,0.14126042,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-07,0.163324,0.13672021,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-08,0.135007,0.14144497,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-09,0.159238,0.14587608,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-10,0.148532,0.14919172,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-13,0.139178,0.14104687,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-14,0.106641,0.13375176,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-15,0.158696,0.13748683,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-16,0.133918,0.13997926,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-17,0.113494,0.13858041,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-20,0.117402,0.13336599,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-21,0.113854,0.13071327,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-22,0.14908,0.11519839,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-23,0.147907,0.14282185,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-24,0.122272,0.13861388,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-28,0.132954,0.12283738,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-29,0.116135,0.12763795,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-30,0.147672,0.12228209,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-05-31,0.143406,0.13812348,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-03,0.168878,0.14369805,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-04,0.188724,0.1471161,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-05,0.169493,0.16524191,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-06,0.169394,0.14670654,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-07,0.180489,0.1544421,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-10,0.163871,0.16078672,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-11,0.166313,0.15164748,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-12,0.230275,0.15431353,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-13,0.164318,0.21136744,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-14,0.253831,0.15050977,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-17,0.155125,0.22871535,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-18,0.157513,0.14580505,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-19,0.168449,0.1469633,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-20,0.22564,0.1632845,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-21,0.199475,0.2070167,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-24,0.24581,0.18198018,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-25,0.218563,0.19636469,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-26,0.303293,0.18773133,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-27,0.238695,0.22613922,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-06-28,0.20349,0.20252351,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-01,0.19579,0.18433835,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-02,0.261422,0.17874828,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-03,0.221007,0.21560435,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-05,0.150883,0.19317128,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-08,0.238141,0.15094738,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-09,0.229955,0.20928152,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-10,0.293428,0.20599432,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-11,0.345203,0.2239939,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-12,0.292408,0.2767159,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-15,0.341076,0.23992915,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-16,0.351626,0.26543182,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-17,0.343216,0.27679268,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-18,0.291195,0.24537125,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-19,0.306678,0.23671457,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-22,0.498339,0.23090872,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-23,0.48604,0.34065393,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-24,0.497818,0.32477626,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-25,0.478409,0.33409736,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
SPY,2002-07-26,0.379102,0.342403,1,0.003892899679909997,0.0023508175542945767,0.07587368767703011,0.022530058374839602,"[""['lag_1', 'lag_6', 'lag_26']""]"
